year,month,date_of_month,day_of_week,births
2008,3,2,7,8310
2008,3,3,1,7497
2008,3,4,2,11422
2008,3,5,3,12435
2008,3,6,3,12152
2008,3,7,4,12299
2008,3,8,5,12037
2008,3,9,6,8470
2008,3,10,7,7529
2008,3,11,1,10989
2008,3,12,2,12384
2008,3,13,3,11810
2008,3,14,4,12358
2008,3,15,5,12249
2008,3,16,6,8596
2008,3,17,7,7526
2008,3,18,1,11434
2008,3,19,2,12439
2008,3,20,3,12278
2008,3,21,4,12249
2008,3,22,5,12056
2008,3,23,6,8466
2008,3,24,7,7314
2008,3,25,1,11292
2008,3,26,2,12562
2008,3,27,3,12353
2008,3,28,4,12265
2008,3,29,5,11324
2008,3,30,6,8177
2008,3,31,7,7019
2008,4,1,1,10090
2008,4,2,2,12560
2008,4,3,3,12147
2008,4,4,4,12061
2008,4,5,5,11812
2008,4,6,6,8191
2008,4,7,7,7008
2008,4,8,1,11478
2008,4,9,2,12465
2008,4,10,3,12188
2008,4,11,4,12040
2008,4,12,5,12070
2008,4,13,6,8345
2008,4,14,7,7482
2008,4,15,1,11220
2008,4,16,2,12586
2008,4,17,3,12271
2008,4,18,4,12219
2008,4,19,5,12054
2008,4,20,6,8113
2008,4,21,7,7205
2008,4,22,1,11365
2008,4,23,2,12255
2008,4,24,3,12066
2008,4,25,4,12249
2008,4,26,5,11737
2008,4,27,6,8127
2008,4,28,7,7417
2008,4,29,1,11230
2008,4,30,2,12381
2008,5,1,3,12080
2008,5,2,4,12157
2008,5,3,5,11923
2008,5,4,6,8104
2008,5,5,7,7338
2008,5,6,1,11167
2008,5,7,2,12265
2008,5,8,3,12082
2008,5,9,4,12035
2008,5,10,5,12140
2008,5,11,6,8216
2008,5,12,7,7370
2008,5,13,1,11235
2008,5,14,2,12655
2008,5,15,3,12489
2008,5,16,4,12374
2008,5,17,5,11963
2008,5,18,6,8420
2008,5,19,7,7358
2008,5,20,1,11568
2008,5,21,2,12675
2008,5,22,3,12463
2008,5,23,4,12871
2008,5,24,5,12569
2008,5,25,6,8374
2008,5,26,7,7221
2008,5,27,1,7667
2008,5,28,2,11923
2008,5,29,3,13213
2008,5,30,4,12738
2008,5,31,5,12354
2008,6,1,6,8410
2008,6,2,7,7469
2008,6,3,1,11273
2008,6,4,2,12391
2008,6,5,3,12433
2008,6,6,4,12478
2008,6,7,5,12067
2008,6,8,6,8392
2008,6,9,7,7401
2008,6,10,1,11664
2008,6,11,2,12464
2008,6,12,3,12499
2008,6,13,4,12253
2008,6,14,5,12364
2008,6,15,6,8593
2008,6,16,7,7575
2008,6,17,1,11482
2008,6,18,2,12898
2008,6,19,3,12350
2008,6,20,4,12633
2008,6,21,5,12163
2008,6,22,6,8576
2008,6,23,7,7557
2008,6,24,1,11724
2008,6,25,2,13168
2008,6,26,3,12850
2008,6,27,4,13102
2008,6,28,5,12779
2008,6,29,6,8841
2008,6,30,7,7739
2008,7,1,1,12397
2008,7,2,2,13862
2008,7,3,3,13393
2008,7,4,4,9346
2008,7,5,5,11131
2008,7,6,6,8715
2008,7,7,7,7951
2008,7,8,1,12060
2008,7,9,2,13556
2008,7,10,3,12998
2008,7,11,4,12974
2008,7,12,5,12505
2008,7,13,6,8778
2008,7,14,7,7781
2008,7,15,1,12176
2008,7,16,2,13352
2008,7,17,3,13070
2008,7,18,4,13183
2008,7,19,5,12668
2008,7,20,6,8684
2008,7,21,7,7823
2008,7,22,1,11949
2008,7,23,2,13318
2008,7,24,3,12969
2008,7,25,4,13191
2008,7,26,5,12745
2008,7,27,6,8924
2008,7,28,7,7812
2008,7,29,1,11961
2008,7,30,2,13342
2008,7,31,3,13055
2008,8,1,4,13042
2008,8,2,5,12850
2008,8,3,6,8857
2008,8,4,7,7689
2008,8,5,1,11938
2008,8,6,2,13155
2008,8,7,3,12764
2008,8,8,4,13130
2008,8,9,5,12664
2008,8,10,6,8929
2008,8,11,7,7869
2008,8,12,1,12110
2008,8,13,2,13284
2008,8,14,3,13028
2008,8,15,4,13277
2008,8,16,5,12892
2008,8,17,6,9138
2008,8,18,7,7812
2008,8,19,1,12040
2008,8,20,2,13460
2008,8,21,3,13069
2008,8,22,4,12964
2008,8,23,5,12934
2008,8,24,6,8932
2008,8,25,7,7833
2008,8,26,1,11966
2008,8,27,2,13504
2008,8,28,3,13109
2008,8,29,4,13143
2008,8,30,5,13054
2008,8,31,6,8981
2008,9,1,7,7840
2008,9,2,1,8085
2008,9,3,2,12325
2008,9,4,3,13675
2008,9,5,4,13751
2008,9,6,5,13399
2008,9,7,6,9238
2008,9,8,7,7956
2008,9,9,1,12619
2008,9,10,2,13644
2008,9,11,3,12371
2008,9,12,4,13982
2008,9,13,5,12786
2008,9,14,6,9258
2008,9,15,7,8331
2008,9,16,1,12520
2008,9,17,2,13883
2008,9,18,3,13655
2008,9,19,4,13620
2008,9,20,5,13455
2008,9,21,6,9436
2008,9,22,7,8091
2008,9,23,1,12564
2008,9,24,2,13884
2008,9,25,3,13228
2008,9,26,4,13211
2008,9,27,5,13047
2008,9,28,6,9120
2008,9,29,7,7842
2008,9,30,1,11998
2008,10,1,2,13296
2008,10,2,3,13164
2008,10,3,4,12778
2008,10,4,5,12582
2008,10,5,6,8783
2008,10,6,7,7671
2008,10,7,1,11747
2008,10,8,2,12802
2008,10,9,3,12417
2008,10,10,4,12433
2008,10,11,5,12271
2008,10,12,6,8334
2008,10,13,7,7326
2008,10,14,1,11312
2008,10,15,2,12513
2008,10,16,3,12363
2008,10,17,4,12222
2008,10,18,5,11968
2008,10,19,6,8391
2008,10,20,7,7256
2008,10,21,1,11473
2008,10,22,2,12921
2008,10,23,3,12380
2008,10,24,4,12447
2008,10,25,5,12276
2008,10,26,6,8303
2008,10,27,7,7591
2008,10,28,1,11603
2008,10,29,2,12561
2008,10,30,3,12023
2008,10,31,4,10607
2008,11,1,5,12335
2008,11,2,6,8364
2008,11,3,7,7380
2008,11,4,1,11526
2008,11,5,2,12604
2008,11,6,3,12349
2008,11,7,4,12378
2008,11,8,5,12211
2008,11,9,6,8454
2008,11,10,7,7561
2008,11,11,1,11310
2008,11,12,2,12422
2008,11,13,3,11833
2008,11,14,4,12205
2008,11,15,5,12016
2008,11,16,6,8157
2008,11,17,7,7167
2008,11,18,1,11554
2008,11,19,2,12462
2008,11,20,3,12254
2008,11,21,4,12431
2008,11,22,5,12726
2008,11,23,6,8417
2008,11,24,7,7526
2008,11,25,1,12198
2008,11,26,2,13064
2008,11,27,3,11245
2008,11,28,4,7262
2008,11,29,5,9155
2008,11,30,6,8007
2008,12,1,7,7286
2008,12,2,1,11563
2008,12,3,2,12980
2008,12,4,3,12396
2008,12,5,4,12343
2008,12,6,5,11560
2008,12,7,6,8362
2008,12,8,7,7190
2008,12,9,1,11313
2008,12,10,2,12544
2008,12,11,3,12311
2008,12,12,4,12533
2008,12,13,5,11378
2008,12,14,6,8274
2008,12,15,7,7364
2008,12,16,1,12061
2008,12,17,2,13102
2008,12,18,3,13252
2008,12,19,4,13342
2008,12,20,5,13690
2008,12,21,6,8934
2008,12,22,7,7460
2008,12,23,1,11135
2008,12,24,2,8929
2008,12,25,3,6629
2008,12,26,4,10903
2008,12,27,5,13332
2008,12,28,6,8953
2008,12,29,7,7892
2008,12,30,1,12906
2008,12,31,2,12339
2008,1,1,3,7783
2009,1,2,4,10863
2009,1,3,5,11965
2009,1,4,6,8374
2009,1,5,7,7365
2009,1,6,1,11220
2009,1,7,2,12398
2009,1,8,3,11872
2009,1,9,4,11828
2009,1,10,5,12303
2009,1,11,6,8334
2009,1,12,7,7214
2009,1,13,1,11017
2009,1,14,2,12651
2009,1,15,3,11870
2009,1,16,4,11897
2009,1,17,5,11855
2009,1,18,6,8300
2009,1,19,7,7366
2009,1,20,1,10842
2009,1,21,2,12052
2009,1,22,3,11835
2009,1,23,4,11892
2009,1,24,5,11890
2009,1,25,6,8241
2009,1,26,7,7295
2009,1,27,1,11231
2009,1,28,2,12363
2009,1,29,3,11851
2009,1,30,4,12062
2009,1,31,5,11774
2009,2,1,6,8538
2009,2,2,7,7515
2009,2,3,1,11311
2009,2,4,2,12305
2009,2,5,3,11786
2009,2,6,4,12144
2009,2,7,5,12195
2009,2,8,6,8459
2009,2,9,7,7396
2009,2,10,1,11771
2009,2,11,2,12700
2009,2,12,3,12339
2009,2,13,4,12086
2009,2,14,5,12807
2009,2,15,6,8730
2009,2,16,7,7568
2009,2,17,1,10522
2009,2,18,2,12403
2009,2,19,3,12395
2009,2,20,4,12320
2009,2,21,5,12435
2009,2,22,6,8767
2009,2,23,7,7582
2009,2,24,1,11677
2009,2,25,2,12595
2009,2,26,3,12136
2009,2,27,4,12437
2009,2,28,5,12329
2009,3,1,6,8500
2009,3,2,7,7438
2009,3,3,1,12491
2009,3,4,2,12638
2009,3,5,3,12264
2009,3,6,4,12419
2009,3,7,5,12259
2009,3,8,6,8528
2009,3,9,7,7300
2009,3,10,1,11456
2009,3,11,2,12693
2009,3,12,3,12278
2009,3,13,4,12127
2009,3,14,5,12582
2009,3,15,6,8485
2009,3,16,7,7387
2009,3,17,1,11718
2009,3,18,2,12697
2009,3,19,3,12374
2009,3,20,4,12506
2009,3,21,5,12446
2009,3,22,6,8372
2009,3,23,7,7303
2009,3,24,1,11487
2009,3,25,2,12819
2009,3,26,3,12324
2009,3,27,4,12403
2009,3,28,5,12317
2009,3,29,6,8579
2009,3,30,7,7399
2009,3,31,1,11331
2009,4,1,2,11754
2009,4,2,3,12739
2009,4,3,4,12380
2009,4,4,5,12453
2009,4,5,6,8371
2009,4,6,7,7181
2009,4,7,1,11554
2009,4,8,2,12813
2009,4,9,3,12172
2009,4,10,4,12485
2009,4,11,5,12176
2009,4,12,6,8380
2009,4,13,7,7130
2009,4,14,1,11599
2009,4,15,2,12799
2009,4,16,3,12701
2009,4,17,4,12716
2009,4,18,5,11576
2009,4,19,6,8077
2009,4,20,7,7057
2009,4,21,1,11303
2009,4,22,2,12474
2009,4,23,3,12361
2009,4,24,4,12297
2009,4,25,5,12049
2009,4,26,6,8213
2009,4,27,7,7342
2009,4,28,1,11460
2009,4,29,2,12430
2009,4,30,3,12064
2009,5,1,4,12526
2009,5,2,5,12297
2009,5,3,6,8366
2009,5,4,7,7481
2009,5,5,1,11814
2009,5,6,2,12884
2009,5,7,3,12447
2009,5,8,4,12664
2009,5,9,5,12522
2009,5,10,6,8594
2009,5,11,7,7484
2009,5,12,1,11943
2009,5,13,2,12455
2009,5,14,3,12635
2009,5,15,4,12896
2009,5,16,5,12662
2009,5,17,6,8536
2009,5,18,7,7505
2009,5,19,1,11811
2009,5,20,2,12993
2009,5,21,3,13139
2009,5,22,4,13199
2009,5,23,5,12965
2009,5,24,6,8678
2009,5,25,7,7598
2009,5,26,1,7825
2009,5,27,2,12163
2009,5,28,3,13619
2009,5,29,4,13277
2009,5,30,5,13034
2009,5,31,6,8742
2009,6,1,7,7570
2009,6,2,1,11835
2009,6,3,2,12824
2009,6,4,3,12616
2009,6,5,4,12647
2009,6,6,5,12617
2009,6,7,6,8559
2009,6,8,7,7493
2009,6,9,1,11743
2009,6,10,2,13102
2009,6,11,3,12931
2009,6,12,4,12883
2009,6,13,5,11821
2009,6,14,6,8594
2009,6,15,7,7571
2009,6,16,1,12229
2009,6,17,2,13144
2009,6,18,3,12903
2009,6,19,4,12752
2009,6,20,5,12496
2009,6,21,6,8623
2009,6,22,7,7642
2009,6,23,1,12012
2009,6,24,2,13333
2009,6,25,3,13267
2009,6,26,4,13106
2009,6,27,5,12678
2009,6,28,6,8714
2009,6,29,7,7648
2009,6,30,1,12072
2009,7,1,2,13682
2009,7,2,3,13577
2009,7,3,4,13247
2009,7,4,5,9364
2009,7,5,6,8209
2009,7,6,7,7789
2009,7,7,1,12407
2009,7,8,2,13626
2009,7,9,3,13286
2009,7,10,4,13381
2009,7,11,5,12878
2009,7,12,6,8776
2009,7,13,7,7867
2009,7,14,1,12068
2009,7,15,2,13434
2009,7,16,3,13224
2009,7,17,4,13444
2009,7,18,5,13013
2009,7,19,6,8787
2009,7,20,7,7954
2009,7,21,1,12241
2009,7,22,2,13522
2009,7,23,3,13312
2009,7,24,4,13355
2009,7,25,5,12825
2009,7,26,6,8862
2009,7,27,7,7740
2009,7,28,1,12262
2009,7,29,2,13562
2009,7,30,3,13295
2009,7,31,4,13237
2009,8,1,5,13001
2009,8,2,6,8740
2009,8,3,7,7702
2009,8,4,1,12031
2009,8,5,2,13437
2009,8,6,3,13123
2009,8,7,4,13315
2009,8,8,5,13145
2009,8,9,6,9109
2009,8,10,7,7852
2009,8,11,1,12053
2009,8,12,2,13698
2009,8,13,3,12955
2009,8,14,4,13152
2009,8,15,5,13011
2009,8,16,6,9189
2009,8,17,7,8018
2009,8,18,1,12243
2009,8,19,2,13561
2009,8,20,3,13196
2009,8,21,4,13339
2009,8,22,5,13222
2009,8,23,6,9071
2009,8,24,7,7858
2009,8,25,1,12411
2009,8,26,2,13723
2009,8,27,3,13594
2009,8,28,4,13839
2009,8,29,5,13547
2009,8,30,6,9225
2009,8,31,7,7743
2009,9,1,1,8059
2009,9,2,2,12389
2009,9,3,3,14119
2009,9,4,4,13870
2009,9,5,5,13616
2009,9,6,6,9257
2009,9,7,7,8064
2009,9,8,1,12504
2009,9,9,2,13615
2009,9,10,3,13908
2009,9,11,4,12932
2009,9,12,5,13621
2009,9,13,6,9444
2009,9,14,7,8415
2009,9,15,1,12846
2009,9,16,2,14145
2009,9,17,3,13686
2009,9,18,4,13781
2009,9,19,5,13325
2009,9,20,6,9522
2009,9,21,7,8383
2009,9,22,1,12766
2009,9,23,2,14036
2009,9,24,3,13578
2009,9,25,4,13651
2009,9,26,5,13600
2009,9,27,6,9039
2009,9,28,7,8060
2009,9,29,1,12291
2009,9,30,2,13122
2009,10,1,3,13138
2009,10,2,4,13383
2009,10,3,5,13013
2009,10,4,6,8876
2009,10,5,7,7653
2009,10,6,1,11912
2009,10,7,2,13241
2009,10,8,3,13237
2009,10,9,4,13047
2009,10,10,5,13058
2009,10,11,6,8620
2009,10,12,7,7713
2009,10,13,1,11272
2009,10,14,2,12995
2009,10,15,3,12690
2009,10,16,4,12499
2009,10,17,5,12404
2009,10,18,6,8432
2009,10,19,7,7454
2009,10,20,1,11817
2009,10,21,2,13032
2009,10,22,3,12780
2009,10,23,4,12568
2009,10,24,5,12325
2009,10,25,6,8444
2009,10,26,7,7696
2009,10,27,1,11745
2009,10,28,2,13173
2009,10,29,3,12705
2009,10,30,4,12359
2009,10,31,5,10767
2009,11,1,6,8342
2009,11,2,7,7568
2009,11,3,1,12200
2009,11,4,2,13060
2009,11,5,3,12761
2009,11,6,4,12564
2009,11,7,5,12291
2009,11,8,6,8575
2009,11,9,7,7341
2009,11,10,1,11890
2009,11,11,2,12917
2009,11,12,3,12463
2009,11,13,4,12206
2009,11,14,5,12219
2009,11,15,6,8163
2009,11,16,7,7375
2009,11,17,1,11723
2009,11,18,2,12994
2009,11,19,3,12658
2009,11,20,4,12710
2009,11,21,5,12770
2009,11,22,6,8473
2009,11,23,7,7249
2009,11,24,1,12803
2009,11,25,2,13399
2009,11,26,3,11767
2009,11,27,4,7224
2009,11,28,5,9271
2009,11,29,6,7913
2009,11,30,7,7205
2009,12,1,1,11973
2009,12,2,2,13122
2009,12,3,3,12884
2009,12,4,4,12372
2009,12,5,5,11901
2009,12,6,6,8132
2009,12,7,7,7241
2009,12,8,1,11496
2009,12,9,2,12699
2009,12,10,3,12470
2009,12,11,4,12242
2009,12,12,5,12237
2009,12,13,6,8150
2009,12,14,7,7337
2009,12,15,1,12064
2009,12,16,2,13350
2009,12,17,3,13106
2009,12,18,4,13594
2009,12,19,5,13434
2009,12,20,6,8795
2009,12,21,7,7547
2009,12,22,1,12967
2009,12,23,2,12598
2009,12,24,3,9096
2009,12,25,4,6628
2009,12,26,5,10218
2009,12,27,6,8646
2009,12,28,7,7645
2009,12,29,1,12823
2009,12,30,2,14438
2009,12,31,3,12374
2010,1,1,5,7871
2010,1,2,6,6990
2010,1,3,7,6988
2010,1,4,1,11844
2010,1,5,2,12995
2010,1,6,3,12520
2010,1,7,4,12541
2010,1,8,5,12183
2010,1,9,6,7809
2010,1,10,7,6963
2010,1,11,1,11892
2010,1,12,2,12921
2010,1,13,3,12307
2010,1,14,4,12543
2010,1,15,5,12278
2010,1,16,6,8032
2010,1,17,7,7131
2010,1,18,1,11220
2010,1,19,2,12510
2010,1,20,3,12514
2010,1,21,4,12762
2010,1,22,5,12364
2010,1,23,6,7996
2010,1,24,7,7014
2010,1,25,1,11623
2010,1,26,2,12821
2010,1,27,3,12441
2010,1,28,4,12342
2010,1,29,5,11838
2010,1,30,6,8035
2010,1,31,7,6832
2010,2,1,1,11445
2010,2,2,2,12831
2010,2,3,3,12453
2010,2,4,4,12369
2010,2,5,5,12362
2010,2,6,6,7948
2010,2,7,7,6893
2010,2,8,1,11912
2010,2,9,2,12747
2010,2,10,3,12535
2010,2,11,4,12389
2010,2,12,5,12281
2010,2,13,6,7947
2010,2,14,7,7167
2010,2,15,1,11156
2010,2,16,2,12363
2010,2,17,3,12734
2010,2,18,4,12764
2010,2,19,5,12401
2010,2,20,6,8201
2010,2,21,7,7211
2010,2,22,1,11996
2010,2,23,2,12628
2010,2,24,3,12438
2010,2,25,4,12449
2010,2,26,5,12046
2010,2,27,6,7832
2010,2,28,7,6895
2010,3,1,1,11984
2010,3,2,2,12868
2010,3,3,3,12525
2010,3,4,4,12549
2010,3,5,5,12272
2010,3,6,6,7832
2010,3,7,7,6887
2010,3,8,1,11514
2010,3,9,2,12839
2010,3,10,3,12740
2010,3,11,4,12481
2010,3,12,5,12347
2010,3,13,6,7893
2010,3,14,7,6808
2010,3,15,1,11548
2010,3,16,2,12700
2010,3,17,3,12781
2010,3,18,4,12054
2010,3,19,5,12119
2010,3,20,6,8005
2010,3,21,7,6992
2010,3,22,1,11657
2010,3,23,2,12752
2010,3,24,3,12473
2010,3,25,4,12591
2010,3,26,5,12088
2010,3,27,6,7995
2010,3,28,7,6922
2010,3,29,1,11745
2010,3,30,2,12868
2010,3,31,3,12619
2010,4,1,4,11994
2010,4,2,5,11666
2010,4,3,6,7854
2010,4,4,7,6721
2010,4,5,1,11571
2010,4,6,2,12888
2010,4,7,3,12228
2010,4,8,4,12312
2010,4,9,5,11988
2010,4,10,6,7844
2010,4,11,7,6907
2010,4,12,1,11964
2010,4,13,2,12549
2010,4,14,3,12708
2010,4,15,4,12614
2010,4,16,5,12136
2010,4,17,6,7878
2010,4,18,7,6978
2010,4,19,1,11845
2010,4,20,2,13010
2010,4,21,3,12594
2010,4,22,4,12485
2010,4,23,5,12095
2010,4,24,6,7964
2010,4,25,7,6965
2010,4,26,1,12034
2010,4,27,2,12619
2010,4,28,3,12500
2010,4,29,4,12374
2010,4,30,5,11852
2010,5,1,6,7911
2010,5,2,7,6922
2010,5,3,1,11995
2010,5,4,2,12770
2010,5,5,3,12801
2010,5,6,4,12410
2010,5,7,5,11914
2010,5,8,6,7877
2010,5,9,7,6823
2010,5,10,1,12286
2010,5,11,2,12845
2010,5,12,3,12637
2010,5,13,4,12246
2010,5,14,5,12337
2010,5,15,6,7963
2010,5,16,7,7022
2010,5,17,1,11953
2010,5,18,2,12854
2010,5,19,3,12411
2010,5,20,4,12559
2010,5,21,5,12302
2010,5,22,6,8093
2010,5,23,7,7094
2010,5,24,1,11893
2010,5,25,2,13421
2010,5,26,3,12972
2010,5,27,4,13115
2010,5,28,5,12519
2010,5,29,6,8159
2010,5,30,7,7111
2010,5,31,1,7436
2010,6,1,2,12591
2010,6,2,3,13812
2010,6,3,4,13150
2010,6,4,5,12640
2010,6,5,6,8260
2010,6,6,7,7374
2010,6,7,1,11924
2010,6,8,2,12874
2010,6,9,3,12419
2010,6,10,4,12824
2010,6,11,5,11965
2010,6,12,6,8011
2010,6,13,7,6963
2010,6,14,1,11929
2010,6,15,2,12805
2010,6,16,3,12654
2010,6,17,4,12836
2010,6,18,5,12331
2010,6,19,6,8085
2010,6,20,7,7164
2010,6,21,1,11922
2010,6,22,2,12838
2010,6,23,3,12878
2010,6,24,4,12671
2010,6,25,5,12552
2010,6,26,6,8294
2010,6,27,7,7234
2010,6,28,1,12157
2010,6,29,2,13042
2010,6,30,3,12767
2010,7,1,4,13181
2010,7,2,5,12486
2010,7,3,6,7932
2010,7,4,7,7279
2010,7,5,1,8444
2010,7,6,2,12772
2010,7,7,3,13940
2010,7,8,4,13421
2010,7,9,5,12843
2010,7,10,6,8485
2010,7,11,7,7382
2010,7,12,1,12408
2010,7,13,2,12697
2010,7,14,3,13031
2010,7,15,4,13118
2010,7,16,5,12888
2010,7,17,6,8370
2010,7,18,7,7352
2010,7,19,1,11865
2010,7,20,2,13291
2010,7,21,3,13158
2010,7,22,4,12939
2010,7,23,5,12542
2010,7,24,6,8396
2010,7,25,7,7392
2010,7,26,1,12262
2010,7,27,2,13264
2010,7,28,3,12877
2010,7,29,4,12952
2010,7,30,5,12320
2010,7,31,6,8361
2010,8,1,7,7370
2010,8,2,1,12092
2010,8,3,2,13136
2010,8,4,3,12911
2010,8,5,4,12929
2010,8,6,5,12556
2010,8,7,6,8516
2010,8,8,7,7361
2010,8,9,1,12923
2010,8,10,2,13514
2010,8,11,3,13084
2010,8,12,4,13365
2010,8,13,5,12092
2010,8,14,6,8445
2010,8,15,7,7352
2010,8,16,1,12409
2010,8,17,2,13286
2010,8,18,3,13102
2010,8,19,4,12964
2010,8,20,5,12910
2010,8,21,6,8404
2010,8,22,7,7461
2010,8,23,1,12195
2010,8,24,2,13226
2010,8,25,3,13328
2010,8,26,4,13008
2010,8,27,5,12966
2010,8,28,6,8553
2010,8,29,7,7496
2010,8,30,1,12246
2010,8,31,2,13527
2010,9,1,3,13409
2010,9,2,4,13420
2010,9,3,5,13047
2010,9,4,6,8414
2010,9,5,7,7586
2010,9,6,1,7815
2010,9,7,2,13033
2010,9,8,3,14239
2010,9,9,4,14135
2010,9,10,5,13641
2010,9,11,6,8775
2010,9,12,7,7749
2010,9,13,1,12559
2010,9,14,2,13949
2010,9,15,3,13893
2010,9,16,4,13964
2010,9,17,5,13605
2010,9,18,6,8979
2010,9,19,7,7899
2010,9,20,1,12992
2010,9,21,2,13919
2010,9,22,3,13640
2010,9,23,4,13717
2010,9,24,5,13280
2010,9,25,6,8780
2010,9,26,7,7543
2010,9,27,1,12652
2010,9,28,2,13208
2010,9,29,3,13080
2010,9,30,4,12965
2010,10,1,5,13141
2010,10,2,6,8412
2010,10,3,7,7380
2010,10,4,1,12326
2010,10,5,2,13146
2010,10,6,3,12691
2010,10,7,4,12889
2010,10,8,5,12536
2010,10,9,6,8194
2010,10,10,7,8490
2010,10,11,1,12134
2010,10,12,2,12913
2010,10,13,3,12358
2010,10,14,4,12668
2010,10,15,5,12507
2010,10,16,6,8081
2010,10,17,7,7181
2010,10,18,1,11888
2010,10,19,2,12693
2010,10,20,3,12838
2010,10,21,4,12747
2010,10,22,5,12235
2010,10,23,6,8033
2010,10,24,7,7242
2010,10,25,1,12190
2010,10,26,2,13176
2010,10,27,3,12700
2010,10,28,4,12408
2010,10,29,5,11679
2010,10,30,6,7996
2010,10,31,7,6895
2010,11,1,1,12044
2010,11,2,2,13035
2010,11,3,3,12608
2010,11,4,4,12821
2010,11,5,5,12495
2010,11,6,6,8126
2010,11,7,7,7251
2010,11,8,1,12023
2010,11,9,2,12889
2010,11,10,3,12671
2010,11,11,4,12773
2010,11,12,5,12090
2010,11,13,6,8115
2010,11,14,7,7120
2010,11,15,1,12163
2010,11,16,2,13205
2010,11,17,3,12710
2010,11,18,4,13025
2010,11,19,5,12634
2010,11,20,6,8511
2010,11,21,7,7285
2010,11,22,1,13195
2010,11,23,2,13762
2010,11,24,3,11964
2010,11,25,4,7162
2010,11,26,5,8689
2010,11,27,6,7526
2010,11,28,7,7217
2010,11,29,1,12430
2010,11,30,2,13445
2010,12,1,3,13107
2010,12,2,4,12982
2010,12,3,5,12288
2010,12,4,6,7881
2010,12,5,7,7122
2010,12,6,1,11749
2010,12,7,2,12833
2010,12,8,3,12462
2010,12,9,4,12364
2010,12,10,5,12351
2010,12,11,6,8142
2010,12,12,7,7134
2010,12,13,1,11721
2010,12,14,2,12981
2010,12,15,3,12962
2010,12,16,4,12975
2010,12,17,5,12829
2010,12,18,6,8470
2010,12,19,7,7257
2010,12,20,1,13280
2010,12,21,2,14255
2010,12,22,3,13029
2010,12,23,4,11237
2010,12,24,5,7532
2010,12,25,6,6159
2010,12,26,7,6796
2010,12,27,1,12231
2010,12,28,2,13654
2010,12,29,3,13441
2010,12,30,4,13272
2010,12,31,5,9751
2011,1,1,6,7254
2011,1,2,7,6540
2011,1,3,1,11143
2011,1,4,2,12599
2011,1,5,3,11933
2011,1,6,4,12143
2011,1,7,5,12044
2011,1,8,6,7840
2011,1,9,7,6933
2011,1,10,1,11093
2011,1,11,2,13222
2011,1,12,3,11950
2011,1,13,4,11813
2011,1,14,5,12114
2011,1,15,6,7810
2011,1,16,7,7046
2011,1,17,1,10969
2011,1,18,2,12298
2011,1,19,3,12271
2011,1,20,4,12382
2011,1,21,5,12035
2011,1,22,6,7895
2011,1,23,7,7005
2011,1,24,1,11616
2011,1,25,2,12692
2011,1,26,3,12174
2011,1,27,4,12026
2011,1,28,5,11814
2011,1,29,6,7808
2011,1,30,7,6888
2011,1,31,1,11495
2011,2,1,2,12498
2011,2,2,3,11954
2011,2,3,4,11917
2011,2,4,5,11962
2011,2,5,6,8070
2011,2,6,7,7109
2011,2,7,1,11873
2011,2,8,2,12764
2011,2,9,3,11880
2011,2,10,4,12078
2011,2,11,5,12029
2011,2,12,6,8086
2011,2,13,7,6853
2011,2,14,1,12111
2011,2,15,2,12863
2011,2,16,3,12396
2011,2,17,4,12399
2011,2,18,5,12328
2011,2,19,6,7969
2011,2,20,7,7056
2011,2,21,1,10757
2011,2,22,2,12601
2011,2,23,3,12232
2011,2,24,4,12129
2011,2,25,5,11945
2011,2,26,6,7919
2011,2,27,7,6989
2011,2,28,1,11160
2011,3,1,2,12530
2011,3,2,3,12149
2011,3,3,4,12172
2011,3,4,5,11842
2011,3,5,6,7825
2011,3,6,7,6950
2011,3,7,1,11490
2011,3,8,2,12254
2011,3,9,3,12119
2011,3,10,4,11921
2011,3,11,5,11989
2011,3,12,6,7897
2011,3,13,7,6557
2011,3,14,1,11275
2011,3,15,2,12191
2011,3,16,3,11880
2011,3,17,4,12192
2011,3,18,5,11682
2011,3,19,6,7786
2011,3,20,7,7024
2011,3,21,1,11794
2011,3,22,2,12462
2011,3,23,3,12050
2011,3,24,4,12062
2011,3,25,5,11854
2011,3,26,6,7658
2011,3,27,7,6871
2011,3,28,1,11489
2011,3,29,2,12279
2011,3,30,3,12022
2011,3,31,4,12173
2011,4,1,5,11264
2011,4,2,6,8102
2011,4,3,7,7028
2011,4,4,1,11772
2011,4,5,2,12387
2011,4,6,3,11858
2011,4,7,4,12330
2011,4,8,5,11904
2011,4,9,6,7840
2011,4,10,7,6861
2011,4,11,1,11711
2011,4,12,2,12320
2011,4,13,3,11671
2011,4,14,4,12349
2011,4,15,5,11964
2011,4,16,6,7683
2011,4,17,7,6939
2011,4,18,1,11681
2011,4,19,2,12564
2011,4,20,3,12216
2011,4,21,4,12276
2011,4,22,5,11113
2011,4,23,6,7524
2011,4,24,7,6570
2011,4,25,1,11427
2011,4,26,2,12563
2011,4,27,3,12007
2011,4,28,4,12180
2011,4,29,5,11456
2011,4,30,6,7665
2011,5,1,7,6926
2011,5,2,1,11595
2011,5,3,2,12299
2011,5,4,3,11984
2011,5,5,4,12055
2011,5,6,5,11824
2011,5,7,6,7919
2011,5,8,7,6972
2011,5,9,1,11511
2011,5,10,2,12578
